ID,标签,标题                            ,问题                                                                                                                                                 ,答案                                                                                                                                                                           ,省份 ,年份
18,0 ,你好老师                          ,请问今年疫情的影响会影响录取分数嘛                                                                                                                                  ,同学你好！请参考我校2019年在河北的录取情况，具体可登录以下网页查看：http://zsb.gdufe.edu.cn/2019/0930/c3899a113810/page.htm2020年的录取分数取决于所有报考我校的考生的分数情况，只有等录取结束后方可知晓。                                         ,河北 ,2020
19,0 ,你好老师                          ,请问今年疫情形势会影响录取分数嘛                                                                                                                                   ,同学你好！请参考我校2019年在河北的录取情况，具体可登录以下网页查看：http://zsb.gdufe.edu.cn/2019/0930/c3899a113810/page.htm2020年的录取分数取决于所有报考我校的考生的分数情况，只有等录取结束后方可知晓。                                         ,河北 ,2020
5 ,0 ,你好                            ,你好我想请问河北省播音的艺术招生年后还正常在石家庄举行嘛文化课要求会有变化吗                                                                                                             ,同学你好！鉴于目前疫情防控工作的需要以及教育部的最新安排布署，为保障广大考生及考务工作人员的生命安全和身体健康，我校在河北省的播音与主持艺术专业校考可能会采用网络在线考试的形式进行，录取规则暂时没有变化，按照之前公布的招生简章执行，具体考试办法及详细要求正在积极研究制定...[详细]                               ,河北 ,2020
6 ,0 ,山东播音考试                        ,老师您好，我是山东播音专业的考生，我想问一下今年咱们学校山东播音的考试形式和时间                                                                                                           ,同学你好！鉴于目前疫情防控工作的需要以及教育部的最新安排布署，我校在山东省的播音与主持艺术专业校考可能会采用网络在线考试的形式进行，具体考试办法及详细要求正在积极研究制定中，请以我校招生办官网（zsb.gdufe.edu.cn）或微信公众号（广东财经大学招生考试处）公布的信息为准。                                ,山东 ,2020
7 ,0 ,今年是否继续在河北招生？考试内容是否改变？         ,是否会承认联考                                                                                                                                            ,同学你好！鉴于目前疫情防控工作的需要以及教育部的最新安排布署，为保障广大考生及考务工作人员的生命安全和身体健康，我校在河北省的播音与主持艺术专业校考可能会采用网络在线考试的形式进行，广播电视编导专业可能会使用文化成绩直接录取或使用河北省联考成绩进行录取，具体考试办法及详...[详细]                               ,河北 ,2020
8 ,0 ,山东播音艺考                        ,请问今年山东省的招生会是先审核视频，然后在去现场考试么？有没有大概的时间范围，比如说几月？今年受疫情影响的招生简章什么时候能发布？                                                                                  ,同学你好！鉴于目前疫情防控工作的需要以及教育部的最新安排布署，我校在山东省的播音与主持艺术专业校考可能会采用网络在线考试的形式进行，预计为一次性在网络上考完，不再组织现场考试，具体考试办法及详细要求正在积极研究制定中，请以我校招生办官网（zsb.gdufe.edu.cn）或微信公众号（...[详细]                       ,山东 ,2020
9 ,0 ,艺考招生                          ,广电编河北考生怎么报考，笔试怎么进行？                                                                                                                                ,同学你好！鉴于目前疫情防控工作的需要以及教育部的最新安排布署，为保障广大考生及考务工作人员的生命安全和身体健康，我校在河北省的广播电视编导专业可能会取消校考，改为使用文化成绩直接录取或使用河北省联考成绩进行录取，具体报名考试办法及详细要求正在积极研究制定中，请以我校招生...[详细]                               ,河北 ,2020
10,0 ,艺考招生                          ,广电编河北考生怎么报考，笔试怎么进行？                                                                                                                                ,同学你好！鉴于目前疫情防控工作的需要以及教育部的最新安排布署，为保障广大考生及考务工作人员的生命安全和身体健康，我校在河北省的广播电视编导专业可能会取消校考，改为使用高考文化成绩直接录取或认可河北省联考成绩进行录取，具体报名考试办法及详细要求正在积极研究制定中，请以我校...[详细]                               ,河北 ,2020
11,0 ,河北省的校考怎么样安排                   ,我是河北的播音生，我想问一下咱们学校的播音专业，是采用什么方式考试？是线上还是高考后的校考或者是承认校际联考？                                                                                            ,同学你好！鉴于目前疫情防控工作的需要以及教育部的最新安排布署，为保障广大考生及考务工作人员的生命安全和身体健康，我校在河北省的播音与主持艺术专业校考可能会采用网络在线考试的形式进行，广播电视编导专业可能会取消校考，改为使用高考文化成绩直接录取或认可河北省联考成绩进行录取...[详细]                               ,河北 ,2020
12,0 ,广东文科                          ,你好我是今年广东文科考生，高考分数548，排位19407，接受调剂报贵校希望大吗？请问贵校是有不退档的承诺嘛？感谢回答！！                                                                                      ,报我校希望偏小。但是在平行志愿模式下，还是可以大胆冲报，即使达不到我校出档线，也不影响你被后续院校录取。                                                                                                                         ,广东 ,2019
13,0 ,统考                            ,老师您好，我想请问，文化454，专业214，综合分486，排名770，有可能给贵校录取吗？感谢老师，谢谢                                                                                               ,请问你是什么专业？如果是美术的话，希望很大。如果是编导专业的话，可能性就偏小了，但是编导专业统考今年也是使用平行志愿投档，欢迎冲报我校，谢谢！                                                                                                      ,广东 ,2019
14,0 ,报考咨询                          ,请问湖南文科考生576分全省排名7440有希望报考贵校吗？                                                                                                                      ,按往年来说，还是有希望的，建议冲一冲。                                                                                                                                                          ,湖南 ,2019
15,0 ,西藏考生                          ,文科汉族考生463分，文科汉族排名465位，录取希望大吗                                                                                                                       ,去年录取情况为：文科汉族录取最低分495分，超一本线35分，供你参考。今年的录取分数取决于考生报考情况。                                                                                                                         ,西藏 ,2019
16,0 ,广东文科生                         ,你好我是广东文科生一本压线请问有机会冲贵校什么专业                                                                                                                          ,一本压线有可能冲不进我们学校，如果能冲进的话，建议选择往年一志愿未录满的次热门专业，同时选择几个相对冷门专业保底，并服从专业调剂。                                                                                                            ,广东 ,2019
17,0 ,老师文化454，专业统考214，广电编有可能被录上吗？   ,拜托啦，谢谢老师。统考排名770                                                                                                                                   ,由于是第一年实行编导统考，无往年数据可供参考，比较难回答。但是你这个排名，个人判断进我们学校的机会偏小。                                                                                                                         ,广东 ,2019
18,0 ,广东广播电视编导                      ,本人编导术科218分，文科文化分440，专业排位873，进入贵校可能性有多大？                                                                                                            ,由于是第一年实行编导统考，无往年数据可供参考，比较难回答。但是你这个排名，个人判断进我们学校的机会偏小。                                                                                                                         ,广东 ,2019
19,0 ,2019年河南美术文科考生                 ,文化课362专业课228，有机会被贵校的视觉传达设计专业录取吗？                                                                                                                   ,按往年来说，还是有可能录取的，但是机会相对偏小。                                                                                                                                                     ,河南 ,2019
5 ,0 ,河南美术考生录取                      ,您好，我河南美术文科考生，文化课考了362分，美术228分，能被我们学校提前批设计专业录取吗                                                                                                     ,按往年来说，还是有可能录取的，但是机会相对偏小。                                                                                                                                                     ,河南 ,2019
6 ,0 ,录取问题                          ,我西藏文科463，位次465，报贵校录取几率如何？                                                                                                                          ,去年录取情况为：文科汉族录取最低分495分，超一本线35分，供你参考。今年的录取分数取决于考生报考情况。                                                                                                                         ,西藏 ,2019
7 ,0 ,广东文科                          ,招生办的老师，您好。我是广东文科考生，分数539排位25154，想前往贵校学习会计专业。请问，以我的分数能否进入贵校呢？若可进入，被调剂，可否转专业且转专业条件是什么呢？谢谢老师，希望看到能回复一下。                                               ,你这个分数进入我校的机会非常小。我校在大二上学期可申请转专业，条件是大一的成绩在本专业排名前40%                                                                                                                            ,广东 ,2019
8 ,0 ,有希望提档吗                        ,广东理科509分，排位62581.有希望入读贵校吗                                                                                                                          ,还是有机会的，欢迎大胆填报！                                                                                                                                                               ,广东 ,2019
9 ,0 ,贵州文科考生559可以的法学系吗              ,贵州文科考生559可以的法学系吗                                                                                                                                   ,我校在贵州没有法学专业的招生计划，谢谢你对我校的关注。                                                                                                                                                  ,贵州 ,2019
10,0 ,江西文科                          ,江西文科排名18483名，537分，有没有可能录取到贵校？                                                                                                                      ,我校去年在江西录取情况为文科最低609分，超一本线41分，供你参考。今年分数取决于考生报考情况。                                                                                                                             ,江西 ,2019
11,0 ,河南文科生分数540能报贵校吗               ,河南文科生分数540省内排名19901能不能报贵校可以报什么专业                                                                                                                   ,我校去年在河南录取情况为文科最低574分，超一本线27分，供你参考。今年分数取决于考生报考情况。                                                                                                                             ,河南 ,2019
12,0 ,您好我是广东文科生545分排名两万名上下有希望报考吗    ,您好我是广东文科生545分排名两万名上下有希望报考贵校吗                                                                                                                       ,希望偏小，建议冲一冲！                                                                                                                                                                  ,广东 ,2019
13,0 ,老师好!                          ,请问下我是广东文科552分排名16715能上贵校吗                                                                                                                          ,希望还是很大的，建议大胆填报！                                                                                                                                                              ,广东 ,2019
14,0 ,广东考生报考                        ,你好！请问广东考生文史类分数543，排位22302，报考贵校有希望吗？                                                                                                                ,希望较小，建议冲一冲！                                                                                                                                                                  ,广东 ,2019
15,0 ,美术生                           ,我是河南省考生，美术统考分199，文化分大约420，能被贵校录取吗。                                                                                                                 ,你的综合分为287.4分（综合分=文化*0.4+美术统考*0.6）我校去年在河南录取的综合分最低为文科266.6分，理科310.4分，供你参考。今年录取分数取决于考生报考情况。                                                                                     ,河南 ,2019
16,0 ,美术生                           ,我是河南省考生，美术统考分199，文化分大约420，能被贵校录取吗                                                                                                                  ,你的综合分为287.4分（综合分=文化*0.4+美术统考*0.6）我校去年在河南录取的综合分最低为文科266.6分，理科310.4分，供你参考。今年录取分数取决于考生报考情况。                                                                                     ,河南 ,2019
17,0 ,老师，我是云南文科考生                   ,590分，省排名4019，有机会被学校录取吗？                                                                                                                            ,我校在云南不招收普通文科考生，仅招收通过我校校考的广播电视编导专业学生                                                                                                                                          ,云南 ,2019
18,0 ,河南文科                          ,"老师好！我是18年河南文科学生，560分,河南位次16337.请问我有希望被录取吗？谢谢老师！"                                                                                                  ,如果能高出一本线二三十分，建议服从调剂冲一下                                                                                                                                                       ,河南 ,2018
19,0 ,文科                            ,广东省排位24192可以上贵校吗                                                                                                                                   ,可以放到A志愿冲一下，机会不大！！！                                                                                                                                                           ,广东 ,2018
5 ,0 ,录取问题                          ,本人广东省排位24192，有机会上广财吗                                                                                                                               ,机会不大，可以报第一位冲一下！！！                                                                                                                                                            ,广东 ,2018
6 ,0 ,招生问题                          ,您好，我是广东文科考生，高考成绩为555，省排名为15083，报考贵校经济学机率如何？                                                                                                        ,文科15083，经济学，还是有机会，可以冲一下，在第二到第六个专业志愿，做好梯度就好！                                                                                                                                  ,广东 ,2018
7 ,0 ,招生                            ,本人广东理科考生，分数505，省排位64938，如果第一志愿报贵校，且愿服从专业调配。请问录取几率大吗?                                                                                               ,机会不大，放A志愿冲报吧！                                                                                                                                                                ,广东 ,2018
8 ,0 ,山东文科录取问题                      ,山东文科考生，577，位次11748，是否有希望报考贵校                                                                                                                       ,平行志愿，可以大胆冲报，不投档到我校，也不影响后续院校的录取！                                                                                                                                              ,山东 ,2018
9 ,0 ,山东文科咨询                        ,我是山东2018年考生（女），文史类，成绩568分，位次15601，想报考英语专业或者会计专业，请给个建议，谢谢！                                                                                          ,我校2018在山东文科计划有两个，分别是商务英语和文化产业管理。我校往年在山东录取分数一般高出一本线数十分，可以参考一下。                                                                                                                ,山东 ,2018
10,0 ,湖南文科                          ,湖南文科563（543分+20），一本差6分，省内15300名，老师，有没我的位桌？                                                                                                         ,我校在湖南录取分数一般要高出一本线数十分，所以希望不太大。                                                                                                                                                ,湖南 ,2018
11,0 ,湖南文科                          ,湖南文科563（543分+20），一本差6分，省内15300名，老师，有没我的戏？                                                                                                          ,希望不算太大                                                                                                                                                                       ,湖南 ,2018
12,0 ,山东考生                          ,你好老师，我是山东艺术理考生，请问一下，文学编导类的投档比例是多少，谢谢。                                                                                                              ,平行志愿不超过1.05，梯度志愿不超过1.2                                                                                                                                                       ,山东 ,2018
13,0 ,山东考生                          ,你好老师，我是山东艺术理考生，请问一下文学编导类专业的投档比例，谢谢。                                                                                                                ,平行志愿不超过1.05，梯度志愿不超过1.2                                                                                                                                                       ,山东 ,2018
14,0 ,老师您好，我是广东考生                   ,老师您好，我是广东考生，分数505，排名65000可以报考贵校吗？                                                                                                                  ,可以把我校填在第一志愿，服从调剂冲一冲                                                                                                                                                          ,广东 ,2018
15,0 ,咨询                            ,请问487理科广东可以进你校吗                                                                                                                                    ,希望不大                                                                                                                                                                         ,广东 ,2018
16,0 ,关于河南考生报考贵校                    ,老师您好，我是一名河南理科考生，今年高考成绩为536分，全省排名61702，能否被贵校录取？                                                                                                     ,如果能高出一本线二三十分的话，建议可以服从调剂冲一冲                                                                                                                                                   ,河南 ,2018
17,0 ,广东文科                          ,老师您好，我想问下如果分数够，投档成功，接受调剂。没有填报旅游管理专业，但是不幸被调剂到，可是自己身体条件没有达到要求，是不是就会被退档？有承诺投档后不退档吗？                                                                   ,我校承诺服从调剂，体检政审合格不退档                                                                                                                                                           ,广东 ,2018
18,0 ,河南文科考生                        ,老师你好，我是河南的文科生，高考成绩573分，超过一本线26分，全省排名11628名。想投考贵校，请问有希望吗？如果同意调剂会不会被调剂到收费高的专业？                                                                       ,有一定希望，可以服从调剂冲一冲。不会调整到实验班                                                                                                                                                     ,河南 ,2018
19,0 ,广东                            ,广东美术生文科综合分518排位2103，录取贵校希望大吗，往年美术类录取最低排位多少名，分数线参考多少分                                                                                               ,希望很大，欢迎填报                                                                                                                                                                    ,广东 ,2018
5 ,0 ,录取咨询                          ,新疆文科考生530，高于一本线30分，报本校有希望吗                                                                                                                         ,在新疆我们有普通文理科和定向两种招生计划，你可以参照一下去年的排位看看，我校招生办官网有相关文件。                                                                                                                            ,新疆 ,2018
6 ,0 ,甘肃招生                          ,请问你校今年在甘肃招生吗？招生多少？                                                                                                                                 ,我校今年在甘肃没有招生计划                                                                                                                                                                ,甘肃 ,2018
7 ,0 ,咨询                            ,您好，我是今年广东文科的考生，554分，排名15451，不知报考贵校是否合适？能读什么专业？                                                                                                     ,欢迎报考我校，希望较大。专业的话建议结合个人兴趣和往年录取排位。                                                                                                                                             ,广东 ,2018
8 ,0 ,广东理科                          ,老师您好，请问广东理科506分排位6万4有机会被贵校录取吗？                                                                                                                     ,希望较小，可以服从调剂冲一冲                                                                                                                                                               ,广东 ,2018
9 ,0 ,广东考生                          ,老师，我是广东文科生，省排名在21322，分数542，能服从志愿调配，有机会上广财吗？                                                                                                        ,希望较小，可以服从调剂冲一冲                                                                                                                                                               ,广东 ,2018
10,0 ,投档比例                          ,"105%比例投档,如果录取计划少于10个,实际投档数按照四舍五入应该仍然是10个,即等额比例,这样理解是否正确,谢谢."                                                                                      ,平行志愿不超过1.05，梯度志愿不超过1.2                                                                                                                                                       ,北京 ,2018
11,0 ,2018年广东理科57900名，报考贵校的计算机有希望吗？ ,2018年广东理科57900名，报考贵校的计算机有希望吗？                                                                                                                      ,可以服从调剂冲一下                                                                                                                                                                    ,广东 ,2018
12,0 ,志愿报考                          ,请问我548分排位18481有望进入贵校吗谢谢                                                                                                                            ,可以服从调剂冲一冲                                                                                                                                                                    ,广东 ,2018
13,0 ,省内文科生                         ,你好，今年省内文科生447分，可以报读贵校吗？                                                                                                                            ,希望不大                                                                                                                                                                         ,广东 ,2018
14,0 ,报考                            ,老师你好，河南理科460分可以报考贵校么?希望大吗？                                                                                                                         ,高出一本线数十分比较有希望                                                                                                                                                                ,河南 ,2018
15,0 ,询问能否被录取                       ,高于一本线42分，请问有机会上贵校？                                                                                                                                 ,哪个省份                                                                                                                                                                         ,江西 ,2018
16,0 ,广东文科                          ,您好，本人分数513排位39399服从专业调剂能报考贵校吗                                                                                                                      ,希望不大                                                                                                                                                                         ,广东 ,2018
17,0 ,广东文科考生                        ,请问我文科538分，排名是23643，能报你们学校吗，什么专业能读上？谢谢                                                                                                              ,希望不太大                                                                                                                                                                        ,广东 ,2018
18,0 ,咨询                            ,你好，海南考生理科，598，能被录取吗？                                                                                                                               ,可以参考一下往年数据                                                                                                                                                                   ,海南 ,2018
19,0 ,广东考生                          ,你好，我今年550压线，排位17200左右，您建议我天服从调剂还是不服从呢？                                                                                                             ,建议服从                                                                                                                                                                         ,广东 ,2018
5 ,0 ,湖南理科507分                      ,请问近三年在湖南招生计划是多少，分数线是多少，理科507分能被录取吗？                                                                                                                ,相关数据在我校招生办官网有                                                                                                                                                                ,湖南 ,2018
6 ,0 ,湖南理科507分能被贵校录取吗？              ,湖南理科，高考507分能被贵校录取吗？                                                                                                                                ,高出一本线二三十分比较有希望                                                                                                                                                               ,湖南 ,2018
7 ,0 ,文科-想问下                        ,我546分，想读你校经济学，金融学，怎样？                                                                                                                              ,请说明省份和排位，方便我们判断                                                                                                                                                              ,广东 ,2018
8 ,0 ,文科                            ,546可以报经济学院经济学吗                                                                                                                                     ,文科还是理科                                                                                                                                                                       ,广东 ,2018
9 ,0 ,我想知道今年贵校对河南文科（法学专业）扩招吗，招几人    ,同上                                                                                                                                                 ,法学在河南只有一个招生计划                                                                                                                                                                ,河南 ,2018
10,0 ,提档的几率多大                       ,您好，我是海南理工考生，高考成绩649分，比省控线超110分，位次4908，有希望被贵校提档吗？谢谢                                                                                                 ,建议可以参照去年的投档排位                                                                                                                                                                ,海南 ,2018
11,0 ,我是广东考生，今年理科507分，排名6.3万。请问能否上贵校,我是广东考生，今年理科507分，排名6.3万。请问上贵校的概率？是否有历年的分数统计表和专业分数统计表（包含最低排名）？非常感谢！                                                                                  ,可以服从调剂冲一冲，相关文件我校招生办官网有                                                                                                                                                       ,北京 ,2018
12,0 ,我是广东考生，今年理科507分，排名6.3万。请问可否上贵校,我是广东考生，今年理科507分，排名6.3万。请问可否上贵校？是否有历年的分数统计表和专业分数统计表（包含最低排名）？非常感谢！                                                                                   ,可以服从调剂冲一冲。相关文件我校招生办官网有。                                                                                                                                                      ,北京 ,2018
13,0 ,安徽考生                          ,您好请问超了二本线74分报考贵校金融专业会有风险吗                                                                                                                          ,我校在安徽没有招生计划                                                                                                                                                                  ,安徽 ,2018
14,0 ,老师，请问                         ,老师，广财有哪些专业是二本的?在哪里可以看                                                                                                                              ,广财在广东省内都所有专业在2本招生，具体报考指南已经上传到广东财经大学招生办网站，网址：http://zsb.gdufe.edu.cn                                                                                                          ,广东 ,2016
15,0 ,广东考生                          ,老师，您好，广东理科489有机会上贵校吗                                                                                                                               ,机会不大，可以冲一下                                                                                                                                                                   ,广东 ,2016
16,0 ,安徽考生                          ,老师你好！我是一名安徽文科考生高一本线10分，想要报考贵校，如果填报时填了专业服从调剂是否还有被退档的可能？今年贵校在我省只有三个名额且专业有限，进校后将来是否有自主转专业的可能？                                                         ,如果能投档过来，服从专业调剂，除不符合录取条件，否则我们不退档；入校后，有转专业的机会，大一的实验区遴选，大二专业二次选择也有机会！！                                                                                                          ,安徽 ,2016
17,0 ,提问                            ,贵校能转专业吗                                                                                                                                            ,有机会                                                                                                                                                                          ,广东 ,2016
18,0 ,招生咨询                          ,老师好，我是广东今年文科生，总分485，请问有多大几率录取贵校的人力资源管理，汉语言文学，金融学等专业                                                                                                ,几率不大，可以冲一下，毕竟7个院校志愿                                                                                                                                                          ,广东 ,2016
19,0 ,录取                            ,您好！我是广东省艺术生，今年我文化427分，美术228分，请问第一志愿报贵校的产品设计专业，被录取的可能性大吗？                                                                                           ,还是机会还是不小，毕竟文化分不低，可以试一下！！                                                                                                                                                     ,广东 ,2016
5 ,0 ,我是本省美术生希望进到贵校                 ,美术240，文化296录取机会大吗？贵校有没有产品设计或者美术学，这两个专业的往年竞争大吗？去年贵校有补录现象吗？什么专业补录？                                                                                   ,有点风险，文化分比较低！！我们去年没有补录！！                                                                                                                                                      ,广东 ,2016
6 ,0 ,我是新疆考生，我考了516分，超一本29分，能上贵校的法学专,不想被调剂                                                                                                                                              ,省外计划比较少，不好预估！！超过一本，还是可以冲一下！！进校后，还有实验区的遴选机会！！！                                                                                                                                ,新疆 ,2016
7 ,0 ,咨询~谢谢老师啦~                     ,各校分配专业是是按裸分进行还是含各种政策加分？                                                                                                                            ,按加分后的！同分按排位分                                                                                                                                                                 ,四川 ,2016
8 ,0 ,文科                            ,你们学校录取是分数优先还是专业优先，有没有专业级差，近三年各个专业的分数线是多少，期待你的回答，谢谢                                                                                                 ,广东省第一志愿志愿优先，2-6志愿，分数优先，具体各专业情况，请查看zsb.gdufe.edu.cn                                                                                                                           ,广东 ,2016
9 ,0 ,关于二本预科                        ,您好我是湖南的考生今年考生分数离二本差了2分我想了解一下可以上贵校的二本预科吗？                                                                                                           ,我校普教本科没有预科！！你可以咨询一下我们的继续教育学院或者国际学院                                                                                                                                           ,湖南 ,2016
10,0 ,广东文科                          ,老师您好，广东文科生排位28753，分数为494，高2A线77分，有机会被贵校录取吗？我校将贵校报为第一志愿。                                                                                            ,机会不大，可以冲一下！！！                                                                                                                                                                ,广东 ,2016
11,0 ,麻烦老师了                         ,老师您好，我是广东理科生，比重本线高出2分，在贵校能否选择较好的专业                                                                                                                 ,有点难度，我们去年70%的理科考生是重本线上！具体各专业录取分数线可以查看zsb.gdufe.edu.cn。                                                                                                                       ,广东 ,2016
12,0 ,广东美术生                         ,老师您好！我是广东美术生，看到贵校有动画专业，我文化427分，术科统考228分，请问报考贵校动画专业被录取的机会有多大，会被退档吗？                                                                                 ,机会还是不小，毕竟文化分相对比较高，可以试一下！                                                                                                                                                     ,广东 ,2016
13,0 ,广西理科                          ,如果在贵校读会计专业，分数529可以吗                                                                                                                                ,省外计划比较少，不好预估！！去年我们理科出档线522，比一本高42分吧。不过，我们计划少，也可能会有大小年的问题，可以考虑冲一下！！                                                                                                           ,广西 ,2016
14,0 ,咨询                            ,老师您好，我是江苏考生家长，文科345（过本二20分），选修AC，想考贵校会计学，请问希望大吧，同时贵校允许转专业吧，转专业条件怎样？谢谢！                                                                             ,我们江苏计划比较小，不好预估，只能说有机会，进校后，还是有机会做专业二次选择！！                                                                                                                                     ,北京 ,2016
